label,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v,left_heel_x,left_heel_y,left_heel_z,left_heel_v,right_heel_x,right_heel_y,right_heel_z,right_heel_v,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_v,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_v
L,0.7613635063171387,0.4903656840324402,0.02092798240482807,0.99979168176651,0.7187454700469971,0.4573911130428314,0.156326025724411,0.9993326663970947,0.7202558517456055,0.46080562472343445,-0.12778431177139282,0.9999479651451111,0.6339852809906006,0.5886557698249817,0.09112296253442764,0.9999850988388062,0.6330549120903015,0.5754376649856567,-0.09098272770643234,0.9999472498893738,0.6136313080787659,0.728280782699585,0.03977378085255623,0.988292396068573,0.7286021113395691,0.5822719931602478,-0.09105341136455536,0.9909807443618774,0.5299202799797058,0.6942967176437378,0.007886355742812157,0.9947411417961121,0.6846871376037598,0.719627857208252,-0.07607375830411911,0.9967626929283142,0.5161084532737732,0.6787493228912354,0.005457352381199598,0.995062530040741,0.671899139881134,0.7392525672912598,-0.07424332946538925,0.9932039976119995,0.5256302356719971,0.7375142574310303,-0.014087837189435959,0.9950891137123108,0.7210133075714111,0.756744921207428,-0.09583792090415955,0.996145486831665
L,0.7498573660850525,0.43225494027137756,0.03622093424201012,0.9998527765274048,0.7025400400161743,0.42559927701950073,0.1616457998752594,0.9995521306991577,0.7124915719032288,0.4373917877674103,-0.11796268820762634,0.9999642968177795,0.6287874579429626,0.5761428475379944,0.08970777690410614,0.9999924302101135,0.6329380869865417,0.5762884020805359,-0.08968279510736465,0.9999650716781616,0.6107801795005798,0.7115829586982727,0.066502645611763,0.9933766722679138,0.7249491810798645,0.5818426012992859,-0.04115039110183716,0.990190863609314,0.5276791453361511,0.6941686272621155,0.038881756365299225,0.9961395263671875,0.6839616298675537,0.7152249813079834,-0.0013330091023817658,0.9966719746589661,0.5140997171401978,0.6801154017448425,0.038865868002176285,0.9962774515151978,0.6671068072319031,0.7363579273223877,0.003067651530727744,0.9920472502708435,0.5156179666519165,0.7273262143135071,0.036347560584545135,0.9958221912384033,0.7194133400917053,0.7565971612930298,0.00010862886847462505,0.9956380128860474
L,0.7470471858978271,0.4263702630996704,0.02479749359190464,0.999868631362915,0.7016959190368652,0.42237982153892517,0.15504080057144165,0.9995806217193604,0.7099082469940186,0.42814508080482483,-0.1151622012257576,0.9999669194221497,0.629382312297821,0.5756021738052368,0.08827773481607437,0.9999929070472717,0.6329009532928467,0.5748707056045532,-0.08827058225870132,0.9999669194221497,0.6078137755393982,0.7132631540298462,0.0679338276386261,0.9936029314994812,0.7250577211380005,0.5812312364578247,-0.0248226560652256,0.9902294874191284,0.5276553630828857,0.6940436363220215,0.040129873901605606,0.9961243271827698,0.6842845678329468,0.7155172228813171,0.018582504242658615,0.996638298034668,0.5141910314559937,0.6786161661148071,0.04028763622045517,0.9962970614433289,0.667621910572052,0.7379337549209595,0.02343812771141529,0.991899847984314,0.514223039150238,0.733772873878479,0.039541102945804596,0.9956645965576172,0.7195436358451843,0.7581981420516968,0.026312939822673798,0.9954456686973572
L,0.7439077496528625,0.41958916187286377,0.009848808869719505,0.9998949766159058,0.6983996033668518,0.42067286372184753,0.1487269103527069,0.999636709690094,0.7057363390922546,0.42525455355644226,-0.11621349304914474,0.9999710321426392,0.6275295615196228,0.5758755803108215,0.08645191043615341,0.999993622303009,0.6318385601043701,0.5735162496566772,-0.08643639832735062,0.999971330165863,0.606347918510437,0.7217420935630798,0.06645717471837997,0.9941205382347107,0.7234048247337341,0.5809201598167419,-0.012240954674780369,0.9905227422714233,0.527219831943512,0.69359290599823,0.04371467977762222,0.9960413575172424,0.6845947504043579,0.7175197601318359,0.04127699136734009,0.9967738389968872,0.5141446590423584,0.6785841584205627,0.04463760554790497,0.9961522221565247,0.6685225963592529,0.7408620715141296,0.04665864259004593,0.9921244382858276,0.5146202445030212,0.7400991320610046,0.041117165237665176,0.9954653382301331,0.7199586629867554,0.7602065801620483,0.04755091667175293,0.9955090880393982
L,0.7431080341339111,0.4174997806549072,-0.009121045470237732,0.9999102354049683,0.6955163478851318,0.4209074378013611,0.12752781808376312,0.9996724128723145,0.7043824195861816,0.4268287420272827,-0.13157840073108673,0.999973714351654,0.6272411346435547,0.5758018493652344,0.08413573354482651,0.9999939203262329,0.6316996216773987,0.5750253200531006,-0.0841597393155098,0.9999734163284302,0.6058070659637451,0.7224487066268921,0.08194129914045334,0.9943491816520691,0.7211016416549683,0.5913422107696533,0.007051351014524698,0.9902634620666504,0.5256021022796631,0.6934735178947449,0.06526578962802887,0.9959820508956909,0.6849067807197571,0.7189074754714966,0.07418737560510635,0.9967484474182129,0.5133631825447083,0.678688108921051,0.06631433963775635,0.9961103200912476,0.6689693331718445,0.7423568964004517,0.0809703916311264,0.9920366406440735,0.5148851871490479,0.7408384084701538,0.06672845035791397,0.9953472018241882,0.7200088500976562,0.7603094577789307,0.08724864572286606,0.9953975081443787
L,0.7425453662872314,0.4154599905014038,-0.00740570155903697,0.9999240040779114,0.6960217952728271,0.4207882881164551,0.13114075362682343,0.9997056722640991,0.7042957544326782,0.42667192220687866,-0.13685597479343414,0.999976396560669,0.6283665299415588,0.5753073692321777,0.08417726308107376,0.9999939799308777,0.6315068602561951,0.5755141377449036,-0.0842072069644928,0.9999749064445496,0.6176311373710632,0.6978006958961487,0.08913875371217728,0.9940377473831177,0.7152679562568665,0.5911648869514465,0.011186986230313778,0.9900792837142944,0.5248544216156006,0.693815290927887,0.06603574752807617,0.9959989786148071,0.6848266124725342,0.7192543745040894,0.07241202145814896,0.9968284964561462,0.5132890939712524,0.6801024675369263,0.06627413630485535,0.996212363243103,0.6693862676620483,0.7436304092407227,0.07861083000898361,0.9921755790710449,0.5204175114631653,0.7217385768890381,0.06365875899791718,0.9953927397727966,0.7199698686599731,0.7599387168884277,0.0814400240778923,0.9954692721366882
L,0.7418637871742249,0.41447609663009644,-0.017422251403331757,0.9999399781227112,0.6960123181343079,0.4210543632507324,0.1312168687582016,0.9997507333755493,0.7034667730331421,0.4270341098308563,-0.13638357818126678,0.9999796748161316,0.6284899711608887,0.575192928314209,0.0842302143573761,0.9999946355819702,0.6309418082237244,0.5760289430618286,-0.08427158743143082,0.999978244304657,0.6102869510650635,0.7146885991096497,0.10488978028297424,0.9935966730117798,0.7178367972373962,0.5826995968818665,0.024168772622942924,0.9894987940788269,0.5248929262161255,0.6940068602561951,0.08502542227506638,0.9960484504699707,0.6848666071891785,0.7195896506309509,0.0897742286324501,0.996875524520874,0.513384222984314,0.6817361116409302,0.08525916934013367,0.9963749051094055,0.6697051525115967,0.743558406829834,0.0966750904917717,0.9922711849212646,0.5203351974487305,0.7244293093681335,0.08102931827306747,0.9955782294273376,0.7195284366607666,0.7600886225700378,0.10228565335273743,0.9955647587776184
L,0.7415862679481506,0.41447749733924866,-0.015052525326609612,0.999948263168335,0.6962015628814697,0.4211171567440033,0.13115863502025604,0.9997726082801819,0.703574538230896,0.4271576404571533,-0.13571156561374664,0.999981164932251,0.6286598443984985,0.5751839876174927,0.08411838114261627,0.9999948143959045,0.6305274963378906,0.5759150981903076,-0.0841640904545784,0.9999794363975525,0.6092724204063416,0.7168929576873779,0.10156448930501938,0.9934529066085815,0.7181051969528198,0.5813975930213928,0.01584664359688759,0.9891930222511292,0.5250690579414368,0.6942381858825684,0.06745794415473938,0.996093213558197,0.6849610805511475,0.7197897434234619,0.07884634286165237,0.9968605041503906,0.5135197043418884,0.6817193627357483,0.06652377545833588,0.9964605569839478,0.6701920032501221,0.7434762716293335,0.08539965748786926,0.9922152757644653,0.5201231241226196,0.724431037902832,0.060111310333013535,0.9956730008125305,0.7195019125938416,0.7602306604385376,0.08849161863327026,0.9955635666847229
L,0.7416354417800903,0.41503459215164185,0.010174709372222424,0.9999568462371826,0.6963134407997131,0.4215071499347687,0.15037840604782104,0.9997977018356323,0.703594446182251,0.42733773589134216,-0.11841584742069244,0.9999825954437256,0.6278206706047058,0.575269341468811,0.08421282470226288,0.9999954104423523,0.6304194927215576,0.5756121277809143,-0.08426687121391296,0.9999819993972778,0.6080516576766968,0.7217313647270203,0.08928734064102173,0.9939697980880737,0.7184991836547852,0.5789971351623535,0.0016820612363517284,0.9897116422653198,0.5252254605293274,0.6946191191673279,0.05232126638293266,0.9964025020599365,0.6849634647369385,0.7198754549026489,0.04393543303012848,0.997123658657074,0.5136080980300903,0.681693434715271,0.051656052470207214,0.9967053532600403,0.6705689430236816,0.743453860282898,0.04865170270204544,0.9927237629890442,0.5189274549484253,0.7287724018096924,0.04575454443693161,0.9960309267044067,0.7195167541503906,0.7602387070655823,0.0474877767264843,0.9959481954574585
L,0.7424594759941101,0.4160938560962677,0.026875117793679237,0.9999592900276184,0.6965304017066956,0.424085408449173,0.15754450857639313,0.9998025298118591,0.7031938433647156,0.42803752422332764,-0.11956743150949478,0.9999831318855286,0.6273782849311829,0.5763046145439148,0.08534398674964905,0.9999957084655762,0.6300868391990662,0.5757256746292114,-0.08541466295719147,0.9999834299087524,0.6074237823486328,0.7225610017776489,0.08794378489255905,0.9940202832221985,0.7180560827255249,0.577602744102478,-0.009194962680339813,0.9897379279136658,0.5252542495727539,0.6944327354431152,0.04894376918673515,0.9965347647666931,0.6845788359642029,0.7197944521903992,0.031917985528707504,0.9972668290138245,0.513621985912323,0.6816763877868652,0.0479094460606575,0.9968112707138062,0.6705726385116577,0.7433582544326782,0.03657311946153641,0.9930327534675598,0.5193207263946533,0.7363597750663757,0.04354768618941307,0.9961556196212769,0.7194838523864746,0.760155975818634,0.03571698069572449,0.996140718460083
L,0.745944082736969,0.41712984442710876,0.006519792601466179,0.9999587535858154,0.69717937707901,0.4283258020877838,0.13788911700248718,0.999804675579071,0.7032356858253479,0.4288824498653412,-0.13518261909484863,0.9999831914901733,0.6290541887283325,0.5778877139091492,0.08558802306652069,0.9999955296516418,0.6298232078552246,0.575957715511322,-0.08566116541624069,0.9999834299087524,0.6298763155937195,0.6864140629768372,0.08241177350282669,0.9937512278556824,0.7096637487411499,0.5927858352661133,-0.01050824299454689,0.9895986318588257,0.5255060195922852,0.693793535232544,0.050781067460775375,0.9966051578521729,0.6842114925384521,0.7197501063346863,0.037409380078315735,0.9973590970039368,0.5148771405220032,0.6805871725082397,0.05018751323223114,0.9969226717948914,0.6705714464187622,0.7432409524917603,0.04498238116502762,0.9933238625526428,0.5202844142913818,0.730819046497345,0.04610314592719078,0.9962174892425537,0.719379723072052,0.760316014289856,0.04961324483156204,0.9962470531463623
L,0.7477396726608276,0.41716182231903076,0.0063383737578988075,0.9999545812606812,0.6974025368690491,0.4288330674171448,0.13851656019687653,0.9997976422309875,0.7032471895217896,0.4291515648365021,-0.13531330227851868,0.9999825358390808,0.629329264163971,0.5786387324333191,0.08579714596271515,0.9999954104423523,0.6297726035118103,0.576190173625946,-0.08586059510707855,0.9999832510948181,0.6145582795143127,0.7139865159988403,0.08281710743904114,0.9937101006507874,0.7137665152549744,0.583824634552002,-0.00807997677475214,0.9895262718200684,0.5255392789840698,0.6937884092330933,0.056596748530864716,0.99666827917099,0.6842776536941528,0.7194796800613403,0.047592710703611374,0.9973992109298706,0.5150898098945618,0.6803795695304871,0.05681667849421501,0.9969969391822815,0.6706045269966125,0.7429656386375427,0.05493325740098953,0.9934383034706116,0.518606424331665,0.7376567721366882,0.055477630347013474,0.9962582588195801,0.71925288438797,0.7603690028190613,0.05942745506763458,0.9962784051895142
L,0.7480779886245728,0.41789644956588745,0.010880028828978539,0.999950110912323,0.6973751187324524,0.4287719130516052,0.1388860046863556,0.9997954964637756,0.7037597894668579,0.4294452369213104,-0.1345551311969757,0.999982476234436,0.627703845500946,0.5787648558616638,0.08595999330282211,0.9999955892562866,0.6313391923904419,0.5768914222717285,-0.08602744340896606,0.9999837875366211,0.6077247262001038,0.7241308093070984,0.0786658227443695,0.9941089153289795,0.7183893918991089,0.5817285776138306,-0.007513499818742275,0.9898181557655334,0.5255229473114014,0.693730890750885,0.054294653236866,0.9967634081840515,0.6844696998596191,0.7192668318748474,0.04728085175156593,0.9975134134292603,0.5150048732757568,0.6802937388420105,0.05473684147000313,0.9970598220825195,0.6706938743591309,0.742381751537323,0.053349707275629044,0.9936781525611877,0.5168069005012512,0.7427364587783813,0.05569220334291458,0.9962964057922363,0.7191698551177979,0.7602800726890564,0.058724626898765564,0.9963921308517456
L,0.7483048439025879,0.4191419780254364,0.014817770570516586,0.9999483227729797,0.6974649429321289,0.42874622344970703,0.14366643130779266,0.9997981786727905,0.7048868536949158,0.42979785799980164,-0.13432925939559937,0.9999833106994629,0.627239465713501,0.5791140198707581,0.08726176619529724,0.9999958872795105,0.633145809173584,0.5782148838043213,-0.08733142167329788,0.9999850392341614,0.6070507168769836,0.7251260280609131,0.0803450345993042,0.9945514798164368,0.7202783823013306,0.5809723138809204,-0.002295493381097913,0.9903628826141357,0.5257585048675537,0.6929419040679932,0.05966849625110626,0.9968997836112976,0.6847813129425049,0.7193350791931152,0.054363466799259186,0.9976997375488281,0.5150947570800781,0.6792076230049133,0.06035520136356354,0.9971462488174438,0.6711251735687256,0.7422778010368347,0.06015004590153694,0.9940165877342224,0.5167129635810852,0.7424655556678772,0.06156327202916145,0.996376097202301,0.7192281484603882,0.7600738406181335,0.06545737385749817,0.9965866208076477
L,0.7484418153762817,0.4197733402252197,0.01790487952530384,0.9999484419822693,0.6977283358573914,0.4290192127227783,0.14585046470165253,0.9997957944869995,0.705205500125885,0.42989683151245117,-0.13196086883544922,0.999983549118042,0.6280264854431152,0.5791385769844055,0.08734130859375,0.9999960064888,0.6332573890686035,0.5784252882003784,-0.08740483224391937,0.9999856948852539,0.607040524482727,0.7246477603912354,0.0818251520395279,0.9947485327720642,0.7208202481269836,0.5856013298034668,-0.0017084545688703656,0.9907150864601135,0.526505172252655,0.6923149228096008,0.06132957711815834,0.9969816207885742,0.6847927570343018,0.7192973494529724,0.051597319543361664,0.9978019595146179,0.5155878663063049,0.6784307360649109,0.06210139021277428,0.9971850514411926,0.6713143587112427,0.7418144345283508,0.05686775967478752,0.9941555261611938,0.5181664228439331,0.7421371340751648,0.06333384662866592,0.9964345693588257,0.71918123960495,0.7600632905960083,0.0606059692800045,0.9966964721679688
L,0.7483949065208435,0.42058709263801575,0.012200232595205307,0.9999483823776245,0.6981639266014099,0.4289517402648926,0.1439821869134903,0.9997938275337219,0.7053840160369873,0.43021759390830994,-0.1371881365776062,0.999983549118042,0.6289010047912598,0.579338788986206,0.0877523273229599,0.9999961256980896,0.6331234574317932,0.5785577893257141,-0.08780443668365479,0.9999862909317017,0.6072351932525635,0.7243610620498657,0.08115953207015991,0.9949086308479309,0.7204564809799194,0.5857285857200623,0.0003189359267707914,0.9908771514892578,0.5271963477134705,0.6920593976974487,0.06049971282482147,0.997022271156311,0.6848268508911133,0.7191171646118164,0.06169143691658974,0.9978589415550232,0.5163424015045166,0.6780644059181213,0.061009399592876434,0.9971944689750671,0.6714131832122803,0.741378903388977,0.06791481375694275,0.9941919445991516,0.5195027589797974,0.7419194579124451,0.0611300989985466,0.996464729309082,0.7191513776779175,0.7600114345550537,0.07292978465557098,0.9967511296272278
L,0.7483685612678528,0.42119020223617554,0.012637502513825893,0.9999451637268066,0.6981983184814453,0.42890846729278564,0.14275138080120087,0.9997907876968384,0.7053282260894775,0.43028122186660767,-0.13675706088542938,0.9999830722808838,0.628241777420044,0.5793494582176208,0.08758631348609924,0.9999962449073792,0.6331226229667664,0.5786612033843994,-0.08763451129198074,0.9999866485595703,0.6070080995559692,0.7246256470680237,0.07666507363319397,0.9951737523078918,0.7204525470733643,0.581915557384491,-0.005059731658548117,0.9911249876022339,0.5271530151367188,0.6920673251152039,0.055263858288526535,0.9970880746841431,0.6847693920135498,0.7193988561630249,0.05182791128754616,0.9979255199432373,0.5160411596298218,0.6780666708946228,0.05574903264641762,0.997221827507019,0.6713600158691406,0.7414010763168335,0.05732792615890503,0.9942924976348877,0.5176055431365967,0.7426084280014038,0.055054862052202225,0.996496319770813,0.7190121412277222,0.7600116729736328,0.0607452392578125,0.996820867061615
L,0.7470407485961914,0.42119306325912476,0.0210920050740242,0.9999423623085022,0.6968442797660828,0.42827168107032776,0.14419390261173248,0.9997800588607788,0.7053115963935852,0.4303033947944641,-0.12910984456539154,0.9999817609786987,0.6266788244247437,0.5789951682090759,0.08675448596477509,0.9999963045120239,0.6340228319168091,0.5785183310508728,-0.08678144216537476,0.9999868273735046,0.6071452498435974,0.7251323461532593,0.07264614850282669,0.9955396056175232,0.7204076051712036,0.5808472633361816,-0.006381186656653881,0.9913166761398315,0.5272055864334106,0.6921848058700562,0.04512762278318405,0.9971408843994141,0.684679388999939,0.720223605632782,0.04491586983203888,0.9979366064071655,0.51609206199646,0.6784015893936157,0.04525548964738846,0.9972058534622192,0.671337902545929,0.7421894669532776,0.050010666251182556,0.9942284226417542,0.5176491737365723,0.7425482273101807,0.0454925037920475,0.9964752793312073,0.7189288139343262,0.7598059177398682,0.05447257682681084,0.9967955350875854
