label,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v,left_heel_x,left_heel_y,left_heel_z,left_heel_v,right_heel_x,right_heel_y,right_heel_z,right_heel_v,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_v,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_v
L,0.8518138527870178,0.5442957282066345,-0.0021492817904800177,0.9997941255569458,0.766441822052002,0.44219711422920227,0.1896660327911377,0.9974305629730225,0.7963618636131287,0.4794679880142212,-0.16124758124351501,0.9994701147079468,0.7669050097465515,0.6374673843383789,0.2563783526420593,0.4392329454421997,0.8042362332344055,0.6814883947372437,-0.19786396622657776,0.9626990556716919,0.8582713603973389,0.6439306139945984,0.2497824877500534,0.5303730368614197,0.8981691002845764,0.6811031103134155,-0.10782546550035477,0.9516558051109314,0.5646315217018127,0.5308451652526855,0.10642298310995102,0.9982628226280212,0.5714970827102661,0.5660871863365173,-0.1064397394657135,0.9983822703361511,0.40560606122016907,0.589616596698761,0.11261434108018875,0.3393501341342926,0.39666324853897095,0.6021769046783447,-0.09445887804031372,0.8927701711654663,0.23518413305282593,0.6079033613204956,0.14805980026721954,0.4821917414665222,0.2178635448217392,0.6158022284507751,-0.07030341774225235,0.9168016910552979,0.2010497897863388,0.5864744782447815,0.14776483178138733,0.6499627232551575,0.18234580755233765,0.5887617468833923,-0.07082169502973557,0.9326270818710327,0.21822528541088104,0.718116283416748,0.08624375611543655,0.6392619013786316,0.20533473789691925,0.7284042835235596,-0.1576712727546692,0.9040066003799438
L,0.8521454930305481,0.539950966835022,-0.01966971904039383,0.9998141527175903,0.7710647583007812,0.4482176601886749,0.1873704046010971,0.9979462623596191,0.8027375340461731,0.48441746830940247,-0.16077983379364014,0.9995741248130798,0.7635091543197632,0.6274556517601013,0.2708165645599365,0.4398013949394226,0.8053867816925049,0.6780088543891907,-0.207772359251976,0.9669362902641296,0.8577390313148499,0.6176047325134277,0.30329152941703796,0.5552348494529724,0.8975947499275208,0.6714534759521484,-0.13846880197525024,0.9620009064674377,0.5664364695549011,0.5469018816947937,0.106656514108181,0.9984418749809265,0.5754562616348267,0.5832691788673401,-0.10668506473302841,0.9984806776046753,0.40821120142936707,0.5985767841339111,0.11600948870182037,0.35135310888290405,0.40162330865859985,0.6167718172073364,-0.09647854417562485,0.8874313235282898,0.23830300569534302,0.6078653931617737,0.15590162575244904,0.4932052493095398,0.22387197613716125,0.6140214204788208,-0.07303902506828308,0.9182004928588867,0.20398271083831787,0.5839411616325378,0.15567293763160706,0.6658762097358704,0.18917590379714966,0.5876840949058533,-0.07268568873405457,0.9329935312271118,0.22100961208343506,0.7096384763717651,0.09049609303474426,0.6378142833709717,0.2094631791114807,0.7211818099021912,-0.15322403609752655,0.9049614667892456
L,0.8522500395774841,0.532664954662323,-0.03520527854561806,0.9998132586479187,0.7716673612594604,0.44774532318115234,0.18060994148254395,0.9980403780937195,0.8033136129379272,0.4844599962234497,-0.16310948133468628,0.9995952248573303,0.7635369896888733,0.6236525177955627,0.26092854142189026,0.44258981943130493,0.8069952130317688,0.6794535517692566,-0.20875798165798187,0.9685856103897095,0.8582785129547119,0.6151297092437744,0.28509944677352905,0.555732786655426,0.8967896699905396,0.6710333824157715,-0.14744284749031067,0.9637526869773865,0.5669173002243042,0.5485173463821411,0.10654635727405548,0.998382568359375,0.5744245648384094,0.5852828621864319,-0.1065904051065445,0.9984092712402344,0.40939462184906006,0.6028802394866943,0.11397013068199158,0.35434138774871826,0.4017341136932373,0.6239854693412781,-0.09977183490991592,0.8884502053260803,0.2407451719045639,0.61007159948349,0.15440014004707336,0.4955851137638092,0.22467279434204102,0.6144825220108032,-0.0761113241314888,0.9209739565849304,0.20733511447906494,0.5852817893028259,0.15447646379470825,0.6672324538230896,0.1914450228214264,0.5864593386650085,-0.0754454955458641,0.9338775277137756,0.22063426673412323,0.7075469493865967,0.09210319072008133,0.6407843232154846,0.20548312366008759,0.7211946845054626,-0.15267127752304077,0.9077350497245789
L,0.8525549173355103,0.5300691723823547,-0.03998574987053871,0.9998182058334351,0.7723920345306396,0.4459647536277771,0.18053899705410004,0.9981288909912109,0.8033265471458435,0.484456330537796,-0.1653314083814621,0.9996204376220703,0.764326810836792,0.6173713803291321,0.26629531383514404,0.4446636736392975,0.806489109992981,0.6797170639038086,-0.21590977907180786,0.9705760478973389,0.857599139213562,0.6125006675720215,0.2995414435863495,0.5529994964599609,0.8959928154945374,0.6712276935577393,-0.16346509754657745,0.9661700129508972,0.5676723718643188,0.5486307144165039,0.10674408823251724,0.9983283877372742,0.5738628506660461,0.5860904455184937,-0.1067902147769928,0.9983725547790527,0.41113442182540894,0.6046161651611328,0.11463937163352966,0.3501552939414978,0.4016991853713989,0.6263642311096191,-0.10080921649932861,0.8875517845153809,0.2421981692314148,0.6108986139297485,0.15584814548492432,0.4904267489910126,0.22503787279129028,0.6148135662078857,-0.0771474689245224,0.9223594665527344,0.20842844247817993,0.5853896141052246,0.15605923533439636,0.6644790768623352,0.1921512633562088,0.5854254364967346,-0.07614629715681076,0.9350484609603882,0.22100037336349487,0.7074174284934998,0.09597720205783844,0.6368266940116882,0.2045757919549942,0.7217560410499573,-0.15141068398952484,0.9090011715888977
L,0.8536586761474609,0.5304355621337891,-0.03144346550107002,0.9998296499252319,0.7724223136901855,0.44397157430648804,0.18199852108955383,0.9982526302337646,0.8023834824562073,0.48444226384162903,-0.17441731691360474,0.9996512532234192,0.7675762176513672,0.6143366694450378,0.2895773649215698,0.4437204599380493,0.8071123361587524,0.6798440217971802,-0.23937375843524933,0.973471462726593,0.8584522008895874,0.6130291223526001,0.33215656876564026,0.5458448529243469,0.8959707617759705,0.6713212728500366,-0.19328884780406952,0.9694808125495911,0.5688859820365906,0.5496004819869995,0.10766678303480148,0.9982950687408447,0.5742018222808838,0.5895975232124329,-0.10771770775318146,0.9983449578285217,0.411074161529541,0.6047368049621582,0.11860614269971848,0.3435812294483185,0.40102052688598633,0.6264421939849854,-0.0999814048409462,0.8827672600746155,0.24187329411506653,0.6110559105873108,0.1658686250448227,0.4811646044254303,0.22509415447711945,0.615018367767334,-0.06925369054079056,0.9218648672103882,0.2075953334569931,0.5844250321388245,0.1664094477891922,0.6623020172119141,0.19214090704917908,0.5844077467918396,-0.0672546997666359,0.9364709258079529,0.22174328565597534,0.7076205611228943,0.10468998551368713,0.6291993260383606,0.20516632497310638,0.7257139682769775,-0.14437824487686157,0.9089032411575317
L,0.8576367497444153,0.5284305810928345,-0.03380795195698738,0.9998365640640259,0.7727805376052856,0.4424958825111389,0.17974688112735748,0.9983471035957336,0.8019488453865051,0.48436439037323,-0.1793835312128067,0.9996681213378906,0.7712326645851135,0.6132916808128357,0.2836686074733734,0.44540899991989136,0.8073759078979492,0.6796664595603943,-0.24038277566432953,0.9748603105545044,0.8622119426727295,0.6118802428245544,0.3266792595386505,0.5423428416252136,0.8962263464927673,0.6681020259857178,-0.19033896923065186,0.9711134433746338,0.5693297982215881,0.5499329566955566,0.10818562656641006,0.9983309507369995,0.5738025903701782,0.5916479229927063,-0.10823722183704376,0.9983646869659424,0.4110351800918579,0.6047729253768921,0.12238195538520813,0.33185437321662903,0.39994800090789795,0.6273488998413086,-0.09659581631422043,0.8757784366607666,0.2427455633878708,0.6105365753173828,0.17009337246418,0.46809881925582886,0.22629602253437042,0.6145864725112915,-0.05705638229846954,0.9198824167251587,0.20884361863136292,0.5826588273048401,0.17077518999576569,0.6581504344940186,0.1952006071805954,0.5823060274124146,-0.0542113371193409,0.9368706345558167,0.22127598524093628,0.7037888765335083,0.10935881733894348,0.6195512413978577,0.2054642289876938,0.7253124117851257,-0.12816444039344788,0.9079945683479309
L,0.8598123788833618,0.5303195714950562,-0.0368441641330719,0.9998425841331482,0.7748326063156128,0.4427025318145752,0.17931824922561646,0.9984284043312073,0.8015682697296143,0.4841182827949524,-0.17765064537525177,0.9996829032897949,0.7732673287391663,0.6142533421516418,0.279183566570282,0.4464307725429535,0.8069809675216675,0.6792237758636475,-0.2384321093559265,0.9761815667152405,0.8649981617927551,0.6132604479789734,0.3169258236885071,0.5387639999389648,0.896274983882904,0.6688393950462341,-0.18724799156188965,0.9723718762397766,0.5694954991340637,0.5543792843818665,0.10922068357467651,0.9983226656913757,0.5736286640167236,0.594828724861145,-0.10926850885152817,0.9983648657798767,0.40951889753341675,0.6057108044624329,0.12655219435691833,0.33561694622039795,0.39925241470336914,0.6292095184326172,-0.0956910029053688,0.8796924352645874,0.243560791015625,0.6104647517204285,0.17726574838161469,0.4748869836330414,0.22614818811416626,0.6146650910377502,-0.0564161017537117,0.92375648021698,0.21051745116710663,0.581625759601593,0.17815575003623962,0.6649095416069031,0.19606781005859375,0.5815525054931641,-0.053594402968883514,0.9391710758209229,0.22330188751220703,0.7044026851654053,0.11555194854736328,0.6257566809654236,0.20570974051952362,0.725854218006134,-0.1276535838842392,0.91194087266922
L,0.8614360094070435,0.5331410765647888,-0.033925220370292664,0.9998453855514526,0.7760264277458191,0.4427799582481384,0.17737287282943726,0.9985292553901672,0.8024623394012451,0.4842265546321869,-0.1742175966501236,0.9996953010559082,0.7784850597381592,0.6136922240257263,0.26480263471603394,0.44563010334968567,0.8056349754333496,0.678067684173584,-0.2292177677154541,0.9776511788368225,0.8677022457122803,0.6132590770721436,0.29652145504951477,0.5342265963554382,0.8952236175537109,0.6690218448638916,-0.16654528677463531,0.9738184213638306,0.5692099928855896,0.5579771995544434,0.10934118926525116,0.9982860684394836,0.5732861757278442,0.6020968556404114,-0.10937273502349854,0.9983245134353638,0.4071040451526642,0.6110436916351318,0.12564952671527863,0.33520814776420593,0.39930468797683716,0.6339545845985413,-0.09605764597654343,0.88352370262146,0.2423361986875534,0.6128605604171753,0.17091941833496094,0.4774743616580963,0.22624142467975616,0.6164659261703491,-0.05871328338980675,0.926925539970398,0.20874962210655212,0.5826395153999329,0.17106279730796814,0.6670691967010498,0.1963951289653778,0.5816043615341187,-0.055773478001356125,0.9406210780143738,0.2215522825717926,0.708800733089447,0.1096157655119896,0.6300495862960815,0.20638006925582886,0.7277584075927734,-0.12453427910804749,0.9158411622047424
L,0.8618556261062622,0.5334919691085815,-0.02735140174627304,0.9998465776443481,0.7759779691696167,0.442648321390152,0.1769886165857315,0.9985572099685669,0.8026092052459717,0.48568254709243774,-0.16700975596904755,0.9996886253356934,0.7769966721534729,0.6108400225639343,0.25311079621315,0.4465782940387726,0.8058668971061707,0.678646445274353,-0.20955651998519897,0.9778457880020142,0.8684442639350891,0.6110923290252686,0.27583420276641846,0.5355440378189087,0.8939458131790161,0.6673093438148499,-0.13695716857910156,0.9739450216293335,0.5689226388931274,0.5604807734489441,0.10850001126527786,0.9982792139053345,0.5727925300598145,0.604388415813446,-0.10852989554405212,0.9982855319976807,0.4067254960536957,0.6146553158760071,0.12175974249839783,0.3357130289077759,0.3994925618171692,0.6364426016807556,-0.09582751244306564,0.8845914006233215,0.2425631731748581,0.61527419090271,0.1619328260421753,0.47887784242630005,0.22646501660346985,0.6172711253166199,-0.05979599058628082,0.9270296096801758,0.2080058604478836,0.5835371613502502,0.16166822612285614,0.6685886979103088,0.19622623920440674,0.581261932849884,-0.0569479800760746,0.9403374791145325,0.2205418050289154,0.7125430107116699,0.10042455047369003,0.6324720978736877,0.20611949265003204,0.7286314964294434,-0.1255275458097458,0.9164816737174988
L,0.8616292476654053,0.529325008392334,-0.025291919708251953,0.999859094619751,0.774771511554718,0.4425269663333893,0.1817278265953064,0.9986236095428467,0.8015008568763733,0.4875377118587494,-0.16521313786506653,0.9996883869171143,0.7767221927642822,0.6074581742286682,0.2621828615665436,0.45092225074768066,0.8068749308586121,0.6801488399505615,-0.210976704955101,0.9777791500091553,0.8694760203361511,0.6062238216400146,0.28851717710494995,0.5370924472808838,0.8941999077796936,0.66450035572052,-0.1448349505662918,0.9739488363265991,0.5680493712425232,0.5634504556655884,0.10880585759878159,0.9983490705490112,0.5716722011566162,0.6072960495948792,-0.10884994268417358,0.998328685760498,0.4065030813217163,0.6193273663520813,0.12645582854747772,0.3312428295612335,0.40002766251564026,0.6417917609214783,-0.09763036668300629,0.8837795853614807,0.24260085821151733,0.6156409382820129,0.1720874160528183,0.4795800447463989,0.2278566062450409,0.6184589266777039,-0.055428098887205124,0.9278541207313538,0.20853039622306824,0.5835274457931519,0.17274954915046692,0.672165036201477,0.19750425219535828,0.5813292860984802,-0.051605116575956345,0.9412993788719177,0.2229665368795395,0.714794397354126,0.11442872136831284,0.633651852607727,0.20909154415130615,0.7306344509124756,-0.11647473275661469,0.9177716374397278
